STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,Demonstrators and Product Promoters,28239,High school diploma or equivalent,2,vancouver
NON-STEM,"Designers, All Other",60686,Bachelor's degree,6,snohomish
NON-STEM,"Designers, All Other",60686,Bachelor's degree,6,king
NON-STEM,"Designers, All Other",60686,Bachelor's degree,6,yakima
NON-STEM,"Designers, All Other",60686,Bachelor's degree,6,spokane
NON-STEM,"Designers, All Other",60858,Bachelor's degree,6,vancouver
NON-STEM,Desktop Publishers,45362,Associate's degree,5,vancouver
NON-STEM,Desktop Publishers,48048,Associate's degree,5,spokane
NON-STEM,Desktop Publishers,49391,Associate's degree,5,snohomish
NON-STEM,Desktop Publishers,49391,Associate's degree,5,king
NON-STEM,Desktop Publishers,48943,Associate's degree,5,yakima
NON-STEM,Detectives and Criminal Investigators,85702,High school diploma or equivalent,2,yakima
NON-STEM,Detectives and Criminal Investigators,90015,High school diploma or equivalent,2,vancouver
NON-STEM,Detectives and Criminal Investigators,95359,High school diploma or equivalent,2,spokane
NON-STEM,Detectives and Criminal Investigators,104944,High school diploma or equivalent,2,snohomish
NON-STEM,Detectives and Criminal Investigators,104944,High school diploma or equivalent,2,king
NON-STEM,Dining Room and Cafeteria Attendants and Bartender Helpers,21500,No formal educational credential,1,yakima
NON-STEM,Dining Room and Cafeteria Attendants and Bartender Helpers,21765,No formal educational credential,1,vancouver
NON-STEM,Dining Room and Cafeteria Attendants and Bartender Helpers,21816,No formal educational credential,1,spokane
NON-STEM,Dining Room and Cafeteria Attendants and Bartender Helpers,24882,No formal educational credential,1,snohomish
NON-STEM,Dining Room and Cafeteria Attendants and Bartender Helpers,24882,No formal educational credential,1,king
NON-STEM,"Directors, Religious Activities and Education",23336,Bachelor's degree,6,yakima
NON-STEM,"Directors, Religious Activities and Education",39900,Bachelor's degree,6,spokane
NON-STEM,"Directors, Religious Activities and Education",41106,Bachelor's degree,6,vancouver
NON-STEM,"Directors, Religious Activities and Education",74202,Bachelor's degree,6,snohomish
NON-STEM,"Directors, Religious Activities and Education",74202,Bachelor's degree,6,king
NON-STEM,Dishwashers,21152,No formal educational credential,1,vancouver
NON-STEM,Dishwashers,21960,No formal educational credential,1,yakima
NON-STEM,Dishwashers,22522,No formal educational credential,1,spokane
NON-STEM,Dishwashers,23196,No formal educational credential,1,snohomish
NON-STEM,Dishwashers,23196,No formal educational credential,1,king
NON-STEM,"Dispatchers, Except Police, Fire, and Ambulance",32362,High school diploma or equivalent,2,yakima
NON-STEM,"Dispatchers, Except Police, Fire, and Ambulance",39223,High school diploma or equivalent,2,spokane
NON-STEM,"Dispatchers, Except Police, Fire, and Ambulance",40034,High school diploma or equivalent,2,vancouver
NON-STEM,"Dispatchers, Except Police, Fire, and Ambulance",48691,High school diploma or equivalent,2,snohomish
NON-STEM,"Dispatchers, Except Police, Fire, and Ambulance",48691,High school diploma or equivalent,2,king
NON-STEM,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",26437,No formal educational credential,1,vancouver
NON-STEM,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",26437,No formal educational credential,1,yakima
NON-STEM,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",26437,No formal educational credential,1,snohomish
NON-STEM,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",26437,No formal educational credential,1,spokane
NON-STEM,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",26437,No formal educational credential,1,king
NON-STEM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",35522,High school diploma or equivalent,2,snohomish
NON-STEM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",35522,High school diploma or equivalent,2,king
NON-STEM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32494,High school diploma or equivalent,2,yakima
NON-STEM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40197,High school diploma or equivalent,2,spokane
NON-STEM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",49548,High school diploma or equivalent,2,vancouver
NON-STEM,Driver/Sales Workers,27776,High school diploma or equivalent,2,snohomish
NON-STEM,Driver/Sales Workers,27776,High school diploma or equivalent,2,king
NON-STEM,Driver/Sales Workers,28518,High school diploma or equivalent,2,spokane
NON-STEM,Driver/Sales Workers,29941,High school diploma or equivalent,2,vancouver
NON-STEM,Driver/Sales Workers,30999,High school diploma or equivalent,2,yakima
NON-STEM,Drywall and Ceiling Tile Installers,33208,No formal educational credential,1,yakima
NON-STEM,Drywall and Ceiling Tile Installers,50203,No formal educational credential,1,snohomish
NON-STEM,Drywall and Ceiling Tile Installers,50203,No formal educational credential,1,king
NON-STEM,Drywall and Ceiling Tile Installers,51429,No formal educational credential,1,vancouver
NON-STEM,Drywall and Ceiling Tile Installers,60063,No formal educational credential,1,spokane
NON-STEM,"Earth Drillers, Except Oil and Gas",37708,High school diploma or equivalent,2,spokane
NON-STEM,"Earth Drillers, Except Oil and Gas",48004,High school diploma or equivalent,2,vancouver
NON-STEM,"Earth Drillers, Except Oil and Gas",49301,High school diploma or equivalent,2,yakima
NON-STEM,"Earth Drillers, Except Oil and Gas",72690,High school diploma or equivalent,2,snohomish
NON-STEM,"Earth Drillers, Except Oil and Gas",72690,High school diploma or equivalent,2,king
NON-STEM,Editors,47058,Bachelor's degree,6,vancouver
NON-STEM,Editors,51408,Bachelor's degree,6,yakima
NON-STEM,Editors,62643,Bachelor's degree,6,spokane
NON-STEM,Editors,70623,Bachelor's degree,6,snohomish
NON-STEM,Editors,70623,Bachelor's degree,6,king
NON-STEM,"Education Administrators, All Other",61457,Bachelor's degree,6,spokane
NON-STEM,"Education Administrators, All Other",73645,Bachelor's degree,6,vancouver
NON-STEM,"Education Administrators, Elementary and Secondary School",101366,Master's degree,8,vancouver
NON-STEM,"Education Administrators, Elementary and Secondary School",106568,Master's degree,8,spokane
NON-STEM,"Education Administrators, Postsecondary",87019,Master's degree,8,spokane
NON-STEM,"Education Administrators, Postsecondary",98558,Master's degree,8,vancouver
NON-STEM,"Education Administrators, Preschool and Childcare Center/Program",41887,Bachelor's degree,6,vancouver
NON-STEM,"Education Administrators, Preschool and Childcare Center/Program",50333,Bachelor's degree,6,spokane
NON-STEM,"Education Teachers, Postsecondary",71552,Doctoral or professional degree,9,spokane
NON-STEM,"Education Teachers, Postsecondary",73330,Doctoral or professional degree,9,vancouver
NON-STEM,"Education, Training, and Library Workers, All Other",42789,Bachelor's degree,6,yakima
NON-STEM,"Education, Training, and Library Workers, All Other",45426,Bachelor's degree,6,spokane
NON-STEM,"Education, Training, and Library Workers, All Other",46267,Bachelor's degree,6,vancouver
NON-STEM,"Education, Training, and Library Workers, All Other",52260,Bachelor's degree,6,snohomish
NON-STEM,"Education, Training, and Library Workers, All Other",52260,Bachelor's degree,6,king
NON-STEM,"Educational, Guidance, School, and Vocational Counselors",56448,Master's degree,8,vancouver
NON-STEM,"Educational, Guidance, School, and Vocational Counselors",59043,Master's degree,8,snohomish
NON-STEM,"Educational, Guidance, School, and Vocational Counselors",59043,Master's degree,8,king
NON-STEM,"Educational, Guidance, School, and Vocational Counselors",59581,Master's degree,8,spokane
NON-STEM,"Educational, Guidance, School, and Vocational Counselors",62694,Master's degree,8,yakima
NON-STEM,Electrical and Electronic Equipment Assemblers,32275,High school diploma or equivalent,2,spokane
NON-STEM,Electrical and Electronic Equipment Assemblers,32693,High school diploma or equivalent,2,vancouver
NON-STEM,Electrical and Electronic Equipment Assemblers,32872,High school diploma or equivalent,2,yakima
NON-STEM,Electrical and Electronic Equipment Assemblers,35970,High school diploma or equivalent,2,snohomish
NON-STEM,Electrical and Electronic Equipment Assemblers,35970,High school diploma or equivalent,2,king
NON-STEM,"Electrical and Electronics Installers and Repairers, Transportation Equipment",34937,Postsecondary nondegree award,7,yakima
NON-STEM,"Electrical and Electronics Installers and Repairers, Transportation Equipment",64375,Postsecondary nondegree award,7,snohomish
NON-STEM,"Electrical and Electronics Installers and Repairers, Transportation Equipment",64375,Postsecondary nondegree award,7,king
NON-STEM,"Electrical and Electronics Installers and Repairers, Transportation Equipment",68398,Postsecondary nondegree award,7,spokane
NON-STEM,"Electrical and Electronics Installers and Repairers, Transportation Equipment",76443,Postsecondary nondegree award,7,vancouver
NON-STEM,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",54102,Postsecondary nondegree award,7,yakima
NON-STEM,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",65784,Postsecondary nondegree award,7,vancouver
NON-STEM,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",66818,Postsecondary nondegree award,7,spokane
NON-STEM,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",72680,Postsecondary nondegree award,7,snohomish
NON-STEM,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",72680,Postsecondary nondegree award,7,king
NON-STEM,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",83957,Postsecondary nondegree award,7,vancouver
NON-STEM,Electromechanical Equipment Assemblers,32723,High school diploma or equivalent,2,vancouver
NON-STEM,Electromechanical Equipment Assemblers,36428,High school diploma or equivalent,2,snohomish
NON-STEM,Electromechanical Equipment Assemblers,36428,High school diploma or equivalent,2,king
NON-STEM,Electromechanical Equipment Assemblers,36825,High school diploma or equivalent,2,spokane
NON-STEM,Electromechanical Equipment Assemblers,35601,High school diploma or equivalent,2,yakima
NON-STEM,"Electronic Equipment Installers and Repairers, Motor Vehicles",32198,Postsecondary nondegree award,7,spokane
NON-STEM,"Electronic Equipment Installers and Repairers, Motor Vehicles",35263,Postsecondary nondegree award,7,yakima
NON-STEM,"Electronic Equipment Installers and Repairers, Motor Vehicles",36578,Postsecondary nondegree award,7,vancouver
NON-STEM,"Electronic Equipment Installers and Repairers, Motor Vehicles",47836,Postsecondary nondegree award,7,snohomish
NON-STEM,"Electronic Equipment Installers and Repairers, Motor Vehicles",47836,Postsecondary nondegree award,7,king
NON-STEM,Electronic Home Entertainment Equipment Installers and Repairers,39844,Postsecondary nondegree award,7,vancouver
NON-STEM,Electronic Home Entertainment Equipment Installers and Repairers,45172,Postsecondary nondegree award,7,yakima
NON-STEM,Electronic Home Entertainment Equipment Installers and Repairers,48559,Postsecondary nondegree award,7,spokane
NON-STEM,Electronic Home Entertainment Equipment Installers and Repairers,52916,Postsecondary nondegree award,7,snohomish
NON-STEM,Electronic Home Entertainment Equipment Installers and Repairers,52916,Postsecondary nondegree award,7,king
NON-STEM,"Elementary School Teachers, Except Special Education",60169,Bachelor's degree,6,vancouver
NON-STEM,"Elementary School Teachers, Except Special Education",61599,Bachelor's degree,6,spokane
NON-STEM,"Eligibility Interviewers, Government Programs",37538,High school diploma or equivalent,2,yakima
NON-STEM,"Eligibility Interviewers, Government Programs",41486,High school diploma or equivalent,2,vancouver
NON-STEM,"Eligibility Interviewers, Government Programs",41658,High school diploma or equivalent,2,spokane
NON-STEM,"Eligibility Interviewers, Government Programs",49564,High school diploma or equivalent,2,snohomish
NON-STEM,"Eligibility Interviewers, Government Programs",49564,High school diploma or equivalent,2,king
NON-STEM,Embalmers,64162,Postsecondary nondegree award,7,snohomish
NON-STEM,Embalmers,64162,Postsecondary nondegree award,7,king
NON-STEM,Embalmers,64162,Postsecondary nondegree award,7,yakima
NON-STEM,Embalmers,64162,Postsecondary nondegree award,7,vancouver
NON-STEM,Embalmers,64162,Postsecondary nondegree award,7,spokane
NON-STEM,Engine and Other Machine Assemblers,41120,High school diploma or equivalent,2,snohomish
NON-STEM,Engine and Other Machine Assemblers,41120,High school diploma or equivalent,2,king
NON-STEM,Engine and Other Machine Assemblers,48801,High school diploma or equivalent,2,yakima
NON-STEM,Engine and Other Machine Assemblers,41968,High school diploma or equivalent,2,spokane
NON-STEM,Engine and Other Machine Assemblers,43665,High school diploma or equivalent,2,vancouver
NON-STEM,"English Language and Literature Teachers, Postsecondary",48549,Doctoral or professional degree,9,spokane
NON-STEM,"English Language and Literature Teachers, Postsecondary",61629,Doctoral or professional degree,9,snohomish
NON-STEM,"English Language and Literature Teachers, Postsecondary",61629,Doctoral or professional degree,9,king
NON-STEM,"English Language and Literature Teachers, Postsecondary",65543,Doctoral or professional degree,9,vancouver
NON-STEM,"English Language and Literature Teachers, Postsecondary",59338,Doctoral or professional degree,9,yakima
NON-STEM,"Entertainment Attendants and Related Workers, All Other",23819,High school diploma or equivalent,2,vancouver
NON-STEM,"Entertainment Attendants and Related Workers, All Other",24606,High school diploma or equivalent,2,spokane
NON-STEM,"Entertainment Attendants and Related Workers, All Other",26333,High school diploma or equivalent,2,snohomish
NON-STEM,"Entertainment Attendants and Related Workers, All Other",26333,High school diploma or equivalent,2,king
NON-STEM,"Entertainment Attendants and Related Workers, All Other",25273,High school diploma or equivalent,2,yakima
NON-STEM,Etchers and Engravers,25771,High school diploma or equivalent,2,vancouver
NON-STEM,Etchers and Engravers,40374,High school diploma or equivalent,2,spokane
NON-STEM,Etchers and Engravers,47675,High school diploma or equivalent,2,snohomish
NON-STEM,Etchers and Engravers,47675,High school diploma or equivalent,2,king
NON-STEM,Etchers and Engravers,45241,High school diploma or equivalent,2,yakima
NON-STEM,Executive Secretaries and Executive Administrative Assistants,44621,High school diploma or equivalent,2,spokane
NON-STEM,Executive Secretaries and Executive Administrative Assistants,48143,High school diploma or equivalent,2,yakima
NON-STEM,Executive Secretaries and Executive Administrative Assistants,54526,High school diploma or equivalent,2,vancouver
NON-STEM,Executive Secretaries and Executive Administrative Assistants,57743,High school diploma or equivalent,2,snohomish
NON-STEM,Executive Secretaries and Executive Administrative Assistants,57743,High school diploma or equivalent,2,king
NON-STEM,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",25889,High school diploma or equivalent,2,spokane
NON-STEM,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",35522,High school diploma or equivalent,2,vancouver
NON-STEM,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",36886,High school diploma or equivalent,2,yakima
NON-STEM,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",43980,High school diploma or equivalent,2,snohomish
NON-STEM,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",43980,High school diploma or equivalent,2,king
NON-STEM,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",28855,High school diploma or equivalent,2,snohomish
NON-STEM,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",28855,High school diploma or equivalent,2,king
NON-STEM,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",28855,High school diploma or equivalent,2,yakima
NON-STEM,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",28855,High school diploma or equivalent,2,vancouver
NON-STEM,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",28855,High school diploma or equivalent,2,spokane
NON-STEM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",28306,High school diploma or equivalent,2,vancouver
NON-STEM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",28718,High school diploma or equivalent,2,yakima
NON-STEM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",30555,High school diploma or equivalent,2,snohomish
NON-STEM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",30555,High school diploma or equivalent,2,king
NON-STEM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",34942,High school diploma or equivalent,2,spokane
NON-STEM,Fabric and Apparel Patternmakers,32017,High school diploma or equivalent,2,yakima
NON-STEM,Fabric and Apparel Patternmakers,39512,High school diploma or equivalent,2,snohomish
NON-STEM,Fabric and Apparel Patternmakers,39512,High school diploma or equivalent,2,king
NON-STEM,Fabric and Apparel Patternmakers,41792,High school diploma or equivalent,2,spokane
NON-STEM,Fabric and Apparel Patternmakers,46352,High school diploma or equivalent,2,vancouver
NON-STEM,Fallers,42552,High school diploma or equivalent,2,yakima
NON-STEM,Fallers,42552,High school diploma or equivalent,2,spokane
NON-STEM,Fallers,44771,High school diploma or equivalent,2,vancouver
NON-STEM,Fallers,46595,High school diploma or equivalent,2,snohomish
NON-STEM,Fallers,46595,High school diploma or equivalent,2,king
NON-STEM,Farm and Home Management Advisors,49025,Master's degree,8,vancouver
NON-STEM,Farm and Home Management Advisors,49025,Master's degree,8,yakima
NON-STEM,Farm and Home Management Advisors,49025,Master's degree,8,snohomish
NON-STEM,Farm and Home Management Advisors,49025,Master's degree,8,spokane
NON-STEM,Farm and Home Management Advisors,49025,Master's degree,8,king
NON-STEM,Farm Equipment Mechanics and Service Technicians,38586,High school diploma or equivalent,2,vancouver
NON-STEM,Farm Equipment Mechanics and Service Technicians,38951,High school diploma or equivalent,2,snohomish
NON-STEM,Farm Equipment Mechanics and Service Technicians,38951,High school diploma or equivalent,2,king
NON-STEM,Farm Equipment Mechanics and Service Technicians,41378,High school diploma or equivalent,2,spokane
NON-STEM,Farm Equipment Mechanics and Service Technicians,41973,High school diploma or equivalent,2,yakima
NON-STEM,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",22669,No formal educational credential,1,vancouver
NON-STEM,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",23743,No formal educational credential,1,snohomish
NON-STEM,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",23743,No formal educational credential,1,king
NON-STEM,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",25010,No formal educational credential,1,yakima
NON-STEM,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",23791,No formal educational credential,1,spokane
NON-STEM,"Farmworkers, Farm, Ranch, and Aquacultural Animals",25760,No formal educational credential,1,spokane
NON-STEM,"Farmworkers, Farm, Ranch, and Aquacultural Animals",27493,No formal educational credential,1,yakima
NON-STEM,"Farmworkers, Farm, Ranch, and Aquacultural Animals",29520,No formal educational credential,1,vancouver
NON-STEM,"Farmworkers, Farm, Ranch, and Aquacultural Animals",39836,No formal educational credential,1,snohomish
NON-STEM,"Farmworkers, Farm, Ranch, and Aquacultural Animals",39836,No formal educational credential,1,king
NON-STEM,Fashion Designers,36397,Bachelor's degree,6,yakima
NON-STEM,Fashion Designers,59013,Bachelor's degree,6,vancouver
NON-STEM,Fashion Designers,66456,Bachelor's degree,6,spokane
NON-STEM,Fashion Designers,70177,Bachelor's degree,6,snohomish
NON-STEM,Fashion Designers,70177,Bachelor's degree,6,king
NON-STEM,Fence Erectors,32965,No formal educational credential,1,vancouver
NON-STEM,Fence Erectors,33041,No formal educational credential,1,snohomish
NON-STEM,Fence Erectors,33041,No formal educational credential,1,king
NON-STEM,Fence Erectors,33117,No formal educational credential,1,spokane
NON-STEM,Fence Erectors,33079,No formal educational credential,1,yakima
NON-STEM,Fiberglass Laminators and Fabricators,31512,High school diploma or equivalent,2,snohomish
NON-STEM,Fiberglass Laminators and Fabricators,31512,High school diploma or equivalent,2,king
NON-STEM,Fiberglass Laminators and Fabricators,32034,High school diploma or equivalent,2,yakima
NON-STEM,Fiberglass Laminators and Fabricators,32601,High school diploma or equivalent,2,spokane
NON-STEM,Fiberglass Laminators and Fabricators,34779,High school diploma or equivalent,2,vancouver
NON-STEM,File Clerks,27755,High school diploma or equivalent,2,yakima
NON-STEM,File Clerks,28222,High school diploma or equivalent,2,spokane
NON-STEM,File Clerks,35072,High school diploma or equivalent,2,snohomish
NON-STEM,File Clerks,35072,High school diploma or equivalent,2,king
NON-STEM,File Clerks,36320,High school diploma or equivalent,2,vancouver
NON-STEM,Film and Video Editors,37355,Bachelor's degree,6,spokane
NON-STEM,Film and Video Editors,35955,Bachelor's degree,6,yakima
NON-STEM,Film and Video Editors,47210,Bachelor's degree,6,vancouver
NON-STEM,Film and Video Editors,55109,Bachelor's degree,6,snohomish
NON-STEM,Film and Video Editors,55109,Bachelor's degree,6,king
NON-STEM,Financial Analysts,72397,Bachelor's degree,6,spokane
NON-STEM,Financial Analysts,95577,Bachelor's degree,6,vancouver
NON-STEM,"Fine Artists, Including Painters, Sculptors, and Illustrators",50354,Bachelor's degree,6,vancouver
NON-STEM,"Fine Artists, Including Painters, Sculptors, and Illustrators",72776,Bachelor's degree,6,yakima
NON-STEM,"Fine Artists, Including Painters, Sculptors, and Illustrators",68382,Bachelor's degree,6,spokane
NON-STEM,"Fine Artists, Including Painters, Sculptors, and Illustrators",77396,Bachelor's degree,6,snohomish
NON-STEM,"Fine Artists, Including Painters, Sculptors, and Illustrators",77396,Bachelor's degree,6,king
NON-STEM,Fire Inspectors and Investigators,84721,Postsecondary nondegree award,7,vancouver
NON-STEM,Fire Inspectors and Investigators,103850,Postsecondary nondegree award,7,spokane
NON-STEM,First-Line Supervisors of Correctional Officers,71437,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Correctional Officers,71437,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Correctional Officers,82241,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Correctional Officers,75228,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Correctional Officers,82811,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Food Preparation and Serving Workers,29634,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Food Preparation and Serving Workers,30972,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Food Preparation and Serving Workers,31606,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Food Preparation and Serving Workers,38534,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Food Preparation and Serving Workers,38534,High school diploma or equivalent,2,king
NON-STEM,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",46096,High school diploma or equivalent,2,vancouver
NON-STEM,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",46188,High school diploma or equivalent,2,yakima
NON-STEM,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",50732,High school diploma or equivalent,2,spokane
NON-STEM,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",58083,High school diploma or equivalent,2,snohomish
NON-STEM,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",58083,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Housekeeping and Janitorial Workers,34355,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Housekeeping and Janitorial Workers,37277,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Housekeeping and Janitorial Workers,39821,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Housekeeping and Janitorial Workers,42213,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Housekeeping and Janitorial Workers,42213,High school diploma or equivalent,2,king
NON-STEM,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",47148,High school diploma or equivalent,2,spokane
NON-STEM,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",49457,High school diploma or equivalent,2,yakima
NON-STEM,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",49621,High school diploma or equivalent,2,vancouver
NON-STEM,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",52349,High school diploma or equivalent,2,snohomish
NON-STEM,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",52349,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Non-Retail Sales Workers,72761,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Non-Retail Sales Workers,73651,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Non-Retail Sales Workers,74144,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Non-Retail Sales Workers,94346,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Non-Retail Sales Workers,94346,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Office and Administrative Support Workers,50243,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Office and Administrative Support Workers,53805,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Office and Administrative Support Workers,54252,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Office and Administrative Support Workers,60199,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Office and Administrative Support Workers,60199,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Personal Service Workers,35724,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Personal Service Workers,35857,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Personal Service Workers,36623,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Personal Service Workers,46494,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Personal Service Workers,46494,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Police and Detectives,84762,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Police and Detectives,96493,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Police and Detectives,97362,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Police and Detectives,107590,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Police and Detectives,107590,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Production and Operating Workers,49385,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Production and Operating Workers,54444,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Production and Operating Workers,59991,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Production and Operating Workers,73385,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Production and Operating Workers,73385,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Retail Sales Workers,41881,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Retail Sales Workers,46073,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Retail Sales Workers,47948,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Retail Sales Workers,48493,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Retail Sales Workers,48493,High school diploma or equivalent,2,king
NON-STEM,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,53447,High school diploma or equivalent,2,yakima
NON-STEM,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,54189,High school diploma or equivalent,2,spokane
NON-STEM,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,57107,High school diploma or equivalent,2,vancouver
NON-STEM,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,70852,High school diploma or equivalent,2,snohomish
NON-STEM,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,70852,High school diploma or equivalent,2,king
NON-STEM,Fish and Game Wardens,56079,Bachelor's degree,6,yakima
NON-STEM,Fitness Trainers and Aerobics Instructors,32137,High school diploma or equivalent,2,yakima
NON-STEM,Fitness Trainers and Aerobics Instructors,40332,High school diploma or equivalent,2,spokane
NON-STEM,Fitness Trainers and Aerobics Instructors,42672,High school diploma or equivalent,2,snohomish
NON-STEM,Fitness Trainers and Aerobics Instructors,42672,High school diploma or equivalent,2,king
NON-STEM,Fitness Trainers and Aerobics Instructors,44839,High school diploma or equivalent,2,vancouver
NON-STEM,Flight Attendants,35802,High school diploma or equivalent,2,vancouver
NON-STEM,Flight Attendants,41104,High school diploma or equivalent,2,yakima
NON-STEM,Flight Attendants,41188,High school diploma or equivalent,2,spokane
NON-STEM,Flight Attendants,43881,High school diploma or equivalent,2,snohomish
