STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,"Construction and Related Workers, All Other",42157,High school diploma or equivalent,2,vancouver
NON-STEM,"Construction and Related Workers, All Other",42592,High school diploma or equivalent,2,snohomish
NON-STEM,"Construction and Related Workers, All Other",42592,High school diploma or equivalent,2,king
NON-STEM,"Construction and Related Workers, All Other",41526,High school diploma or equivalent,2,yakima
NON-STEM,Construction Laborers,34698,No formal educational credential,1,yakima
NON-STEM,Construction Laborers,39147,No formal educational credential,1,vancouver
NON-STEM,Construction Laborers,40089,No formal educational credential,1,spokane
NON-STEM,Construction Laborers,48774,No formal educational credential,1,snohomish
NON-STEM,Construction Laborers,48774,No formal educational credential,1,king
NON-STEM,Continuous Mining Machine Operators,56172,No formal educational credential,1,yakima
NON-STEM,"Control and Valve Installers and Repairers, Except Mechanical Door",48452,High school diploma or equivalent,2,spokane
NON-STEM,"Control and Valve Installers and Repairers, Except Mechanical Door",57043,High school diploma or equivalent,2,snohomish
NON-STEM,"Control and Valve Installers and Repairers, Except Mechanical Door",57043,High school diploma or equivalent,2,king
NON-STEM,"Control and Valve Installers and Repairers, Except Mechanical Door",61444,High school diploma or equivalent,2,vancouver
NON-STEM,"Control and Valve Installers and Repairers, Except Mechanical Door",65146,High school diploma or equivalent,2,yakima
NON-STEM,Conveyor Operators and Tenders,37871,No formal educational credential,1,vancouver
NON-STEM,"Cooks, All Other",27702,No formal educational credential,1,vancouver
NON-STEM,"Cooks, All Other",30822,No formal educational credential,1,spokane
NON-STEM,"Cooks, All Other",32382,No formal educational credential,1,snohomish
NON-STEM,"Cooks, All Other",32382,No formal educational credential,1,king
NON-STEM,"Cooks, All Other",31862,No formal educational credential,1,yakima
NON-STEM,"Cooks, Fast Food",21357,No formal educational credential,1,vancouver
NON-STEM,"Cooks, Fast Food",22522,No formal educational credential,1,spokane
NON-STEM,"Cooks, Fast Food",23084,No formal educational credential,1,yakima
NON-STEM,"Cooks, Fast Food",23615,No formal educational credential,1,snohomish
NON-STEM,"Cooks, Fast Food",23615,No formal educational credential,1,king
NON-STEM,"Cooks, Institution and Cafeteria",29041,No formal educational credential,1,spokane
NON-STEM,"Cooks, Institution and Cafeteria",29542,No formal educational credential,1,vancouver
NON-STEM,"Cooks, Institution and Cafeteria",30288,No formal educational credential,1,yakima
NON-STEM,"Cooks, Institution and Cafeteria",32096,No formal educational credential,1,snohomish
NON-STEM,"Cooks, Institution and Cafeteria",32096,No formal educational credential,1,king
NON-STEM,"Cooks, Restaurant",24494,No formal educational credential,1,yakima
NON-STEM,"Cooks, Restaurant",24708,No formal educational credential,1,vancouver
NON-STEM,"Cooks, Restaurant",25628,No formal educational credential,1,spokane
NON-STEM,"Cooks, Restaurant",27804,No formal educational credential,1,snohomish
NON-STEM,"Cooks, Restaurant",27804,No formal educational credential,1,king
NON-STEM,"Cooks, Short Order",23482,No formal educational credential,1,spokane
NON-STEM,"Cooks, Short Order",23492,No formal educational credential,1,vancouver
NON-STEM,"Cooks, Short Order",25127,No formal educational credential,1,snohomish
NON-STEM,"Cooks, Short Order",25127,No formal educational credential,1,king
NON-STEM,"Cooks, Short Order",25424,No formal educational credential,1,yakima
NON-STEM,Cooling and Freezing Equipment Operators and Tenders,25276,High school diploma or equivalent,2,yakima
NON-STEM,Cooling and Freezing Equipment Operators and Tenders,26311,High school diploma or equivalent,2,spokane
NON-STEM,Cooling and Freezing Equipment Operators and Tenders,29421,High school diploma or equivalent,2,snohomish
NON-STEM,Cooling and Freezing Equipment Operators and Tenders,29421,High school diploma or equivalent,2,king
NON-STEM,Cooling and Freezing Equipment Operators and Tenders,32530,High school diploma or equivalent,2,vancouver
NON-STEM,Correctional Officers and Jailers,29421,High school diploma or equivalent,2,spokane
NON-STEM,Correctional Officers and Jailers,56641,High school diploma or equivalent,2,snohomish
NON-STEM,Correctional Officers and Jailers,56641,High school diploma or equivalent,2,king
NON-STEM,Correctional Officers and Jailers,59880,High school diploma or equivalent,2,vancouver
NON-STEM,Correctional Officers and Jailers,61669,High school diploma or equivalent,2,yakima
NON-STEM,Correspondence Clerks,34757,High school diploma or equivalent,2,vancouver
NON-STEM,Correspondence Clerks,42847,High school diploma or equivalent,2,spokane
NON-STEM,Correspondence Clerks,46892,High school diploma or equivalent,2,snohomish
NON-STEM,Correspondence Clerks,46892,High school diploma or equivalent,2,king
NON-STEM,Correspondence Clerks,45544,High school diploma or equivalent,2,yakima
NON-STEM,Costume Attendants,42785,High school diploma or equivalent,2,snohomish
NON-STEM,Costume Attendants,42785,High school diploma or equivalent,2,king
NON-STEM,Costume Attendants,43078,High school diploma or equivalent,2,spokane
NON-STEM,Costume Attendants,43664,High school diploma or equivalent,2,vancouver
NON-STEM,Costume Attendants,43176,High school diploma or equivalent,2,yakima
NON-STEM,"Counselors, All Other",49117,Master's degree,8,snohomish
NON-STEM,"Counselors, All Other",49117,Master's degree,8,king
NON-STEM,"Counselors, All Other",47137,Master's degree,8,yakima
NON-STEM,"Counselors, All Other",50722,Master's degree,8,spokane
NON-STEM,"Counselors, All Other",53933,Master's degree,8,vancouver
NON-STEM,Counter and Rental Clerks,28176,No formal educational credential,1,yakima
NON-STEM,Counter and Rental Clerks,30691,No formal educational credential,1,spokane
NON-STEM,Counter and Rental Clerks,31644,No formal educational credential,1,vancouver
NON-STEM,Counter and Rental Clerks,33614,No formal educational credential,1,snohomish
NON-STEM,Counter and Rental Clerks,33614,No formal educational credential,1,king
NON-STEM,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",22276,No formal educational credential,1,vancouver
NON-STEM,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",23063,No formal educational credential,1,snohomish
NON-STEM,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",23063,No formal educational credential,1,king
NON-STEM,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",23993,No formal educational credential,1,yakima
NON-STEM,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",24872,No formal educational credential,1,spokane
NON-STEM,Couriers and Messengers,26811,High school diploma or equivalent,2,spokane
NON-STEM,Couriers and Messengers,30668,High school diploma or equivalent,2,snohomish
NON-STEM,Couriers and Messengers,30668,High school diploma or equivalent,2,king
NON-STEM,Couriers and Messengers,33509,High school diploma or equivalent,2,yakima
NON-STEM,Couriers and Messengers,34737,High school diploma or equivalent,2,vancouver
NON-STEM,Court Reporters,49005,Postsecondary nondegree award,7,snohomish
NON-STEM,Court Reporters,49005,Postsecondary nondegree award,7,king
NON-STEM,Court Reporters,49005,Postsecondary nondegree award,7,yakima
NON-STEM,Court Reporters,49005,Postsecondary nondegree award,7,vancouver
NON-STEM,Court Reporters,49005,Postsecondary nondegree award,7,spokane
NON-STEM,"Court, Municipal, and License Clerks",40623,High school diploma or equivalent,2,yakima
NON-STEM,"Court, Municipal, and License Clerks",42095,High school diploma or equivalent,2,spokane
NON-STEM,"Court, Municipal, and License Clerks",42328,High school diploma or equivalent,2,vancouver
NON-STEM,"Court, Municipal, and License Clerks",50791,High school diploma or equivalent,2,snohomish
NON-STEM,"Court, Municipal, and License Clerks",50791,High school diploma or equivalent,2,king
NON-STEM,Craft Artists,39447,No formal educational credential,1,snohomish
NON-STEM,Craft Artists,39447,No formal educational credential,1,king
NON-STEM,Craft Artists,39447,No formal educational credential,1,yakima
NON-STEM,Craft Artists,39447,No formal educational credential,1,vancouver
NON-STEM,Craft Artists,39447,No formal educational credential,1,spokane
NON-STEM,Credit Analysts,77934,Bachelor's degree,6,spokane
NON-STEM,"Credit Authorizers, Checkers, and Clerks",37406,High school diploma or equivalent,2,spokane
NON-STEM,"Credit Authorizers, Checkers, and Clerks",39618,High school diploma or equivalent,2,yakima
NON-STEM,"Credit Authorizers, Checkers, and Clerks",42683,High school diploma or equivalent,2,vancouver
NON-STEM,"Credit Authorizers, Checkers, and Clerks",50700,High school diploma or equivalent,2,snohomish
NON-STEM,"Credit Authorizers, Checkers, and Clerks",50700,High school diploma or equivalent,2,king
NON-STEM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",48028,Doctoral or professional degree,9,yakima
NON-STEM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",61538,Doctoral or professional degree,9,snohomish
NON-STEM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",61538,Doctoral or professional degree,9,king
NON-STEM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",63941,Doctoral or professional degree,9,spokane
NON-STEM,"Criminal Justice and Law Enforcement Teachers, Postsecondary",68747,Doctoral or professional degree,9,vancouver
NON-STEM,Crossing Guards,29572,No formal educational credential,1,vancouver
NON-STEM,Crossing Guards,36834,No formal educational credential,1,spokane
NON-STEM,Crossing Guards,40465,No formal educational credential,1,snohomish
NON-STEM,Crossing Guards,40465,No formal educational credential,1,king
NON-STEM,Crossing Guards,39255,No formal educational credential,1,yakima
NON-STEM,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",32296,High school diploma or equivalent,2,snohomish
NON-STEM,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",32296,High school diploma or equivalent,2,king
NON-STEM,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",34413,High school diploma or equivalent,2,spokane
NON-STEM,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",34565,High school diploma or equivalent,2,yakima
NON-STEM,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",38118,High school diploma or equivalent,2,vancouver
NON-STEM,Curators,34848,Master's degree,8,yakima
NON-STEM,Curators,60270,Master's degree,8,spokane
NON-STEM,Curators,65239,Master's degree,8,snohomish
NON-STEM,Curators,65239,Master's degree,8,king
NON-STEM,Curators,69548,Master's degree,8,vancouver
NON-STEM,Customer Service Representatives,33296,High school diploma or equivalent,2,spokane
NON-STEM,Customer Service Representatives,35620,High school diploma or equivalent,2,yakima
NON-STEM,Customer Service Representatives,36746,High school diploma or equivalent,2,vancouver
NON-STEM,Customer Service Representatives,38847,High school diploma or equivalent,2,snohomish
NON-STEM,Customer Service Representatives,38847,High school diploma or equivalent,2,king
NON-STEM,"Cutters and Trimmers, Hand",29425,No formal educational credential,1,spokane
NON-STEM,"Cutters and Trimmers, Hand",32326,No formal educational credential,1,snohomish
NON-STEM,"Cutters and Trimmers, Hand",32326,No formal educational credential,1,king
NON-STEM,"Cutters and Trimmers, Hand",32520,No formal educational credential,1,vancouver
NON-STEM,"Cutters and Trimmers, Hand",31649,No formal educational credential,1,yakima
NON-STEM,"Cutting and Slicing Machine Setters, Operators, and Tenders",37690,High school diploma or equivalent,2,spokane
NON-STEM,"Cutting and Slicing Machine Setters, Operators, and Tenders",38372,High school diploma or equivalent,2,snohomish
NON-STEM,"Cutting and Slicing Machine Setters, Operators, and Tenders",38372,High school diploma or equivalent,2,king
NON-STEM,"Cutting and Slicing Machine Setters, Operators, and Tenders",38657,High school diploma or equivalent,2,vancouver
NON-STEM,"Cutting and Slicing Machine Setters, Operators, and Tenders",38861,High school diploma or equivalent,2,yakima
NON-STEM,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",32041,High school diploma or equivalent,2,yakima
NON-STEM,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",32611,High school diploma or equivalent,2,spokane
NON-STEM,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",34118,High school diploma or equivalent,2,vancouver
NON-STEM,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",41873,High school diploma or equivalent,2,snohomish
NON-STEM,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",41873,High school diploma or equivalent,2,king
NON-STEM,Data Entry Keyers,28313,High school diploma or equivalent,2,spokane
NON-STEM,Data Entry Keyers,30160,High school diploma or equivalent,2,vancouver
NON-STEM,Data Entry Keyers,34118,High school diploma or equivalent,2,yakima
NON-STEM,Data Entry Keyers,38157,High school diploma or equivalent,2,snohomish
NON-STEM,Data Entry Keyers,38157,High school diploma or equivalent,2,king
NON-STEM,Demonstrators and Product Promoters,25179,High school diploma or equivalent,2,spokane
NON-STEM,Demonstrators and Product Promoters,25703,High school diploma or equivalent,2,yakima
NON-STEM,Demonstrators and Product Promoters,26782,High school diploma or equivalent,2,snohomish
